project,commit,hash,message,antipattern,keyword

"PX4-Autopilot
"," #443
",[7f0db95f870fb9ce4602d6b9ed66422a3cb6e7e6](https://github.com/PX4/PX4-Autopilot/commit/7f0db95f870fb9ce4602d6b9ed66422a3cb6e7e6),"logger: reduce CPU load by ~1.5%

Reduces CPU load from ~6.9% to 5.3% (tested on Pixracer & Pixhawk). The
method is only used once, so it does not increase flash usage.",X,increase

"PX4-Autopilot
"," #444
",[9eb0e62787d4bc6e9334f20d14aa83960c8d68ff](https://github.com/PX4/PX4-Autopilot/commit/9eb0e62787d4bc6e9334f20d14aa83960c8d68ff),Support calibration of fast+slow gyros #6998,X,slow

"PX4-Autopilot
"," #445
",[56f4f2b41f2a20e26936d09023a3a0e383cc7893](https://github.com/PX4/PX4-Autopilot/commit/56f4f2b41f2a20e26936d09023a3a0e383cc7893),"Fix top output, indentation for #7020

Previously load stats were stored outside of the printloop, but
with the refactoring to save memory state was reset and used in
the first loop before the actual load calculations were valid.

Fixed by moving the summary info to the bottom of the top printout
after everything is computed. Also restructured the callback to
not depend on a line counter and fixed astyle glitches.",X,memory

"PX4-Autopilot
"," #446
",[57fa031e2b52cd9f0cd3429bdd368fed7ea13486](https://github.com/PX4/PX4-Autopilot/commit/57fa031e2b52cd9f0cd3429bdd368fed7ea13486),Fixes problem preventing params on snapdragon platforms from being saved to flash memory.,General:Hard-coding,memory

"PX4-Autopilot
"," #447
",[2a34bde0e9fd941551cab31d8f6e1c757611e538](https://github.com/PX4/PX4-Autopilot/commit/2a34bde0e9fd941551cab31d8f6e1c757611e538),"Tools/ecl_ekf: Update EKF log analysis

Add assessment of IMU bias and mag field estimation
Reduce warning false positives by adjusting thresholds and eliminating use of peak value plots for output observer monitoring
Clear each figure after saving to reduce memory usage",X,memory

"PX4-Autopilot
"," #448
",[5012dffeaede4228d2109358b1d08adfafdd4d19](https://github.com/PX4/PX4-Autopilot/commit/5012dffeaede4228d2109358b1d08adfafdd4d19),"Potentially infinite and deleted loops found by PVS-Studio (#7100)

 - Fixed V712

 - The compiler can optimize this code by creating an infinite loop, or simply deleting it.

 - There is need to add a volatile qualifier to the '_ExitFlag' and 'sim_delay' variables.",X,infinite

"PX4-Autopilot
"," #449
",[60fe87aac252f5b20922be07ff5f76f8106d3cb5](https://github.com/PX4/PX4-Autopilot/commit/60fe87aac252f5b20922be07ff5f76f8106d3cb5),commander : preflight checks increase max_mags to 4,New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #450
",[f04f1d6b03146c5db6bdfaed773b864a2f39848a](https://github.com/PX4/PX4-Autopilot/commit/f04f1d6b03146c5db6bdfaed773b864a2f39848a),"sensors HIL increase gyro and accel timeout

 - fixes #7050",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #451
",[9a162a24bb31c8d7f5e89507a2099f984a68f6a4](https://github.com/PX4/PX4-Autopilot/commit/9a162a24bb31c8d7f5e89507a2099f984a68f6a4),"mc_pos_control: improved smooth takeoff and used it for manual takeoff as well
adresses:
there were setpoint twitches at the beginning and end of my smooth takeoff routine
it was to slow and not configurable
it was only available for automatic takeoff",General:Hard-coding,slow

"PX4-Autopilot
"," #452
",[d1dd6a16f20e4fb28ff096ab882c9a11c362e57d](https://github.com/PX4/PX4-Autopilot/commit/d1dd6a16f20e4fb28ff096ab882c9a11c362e57d),"IO v2: disable interrupt stack

This avoids burning significant memory in a configuration that is not actually using parallel tasks",New:Hard-coded-fine-tuning,memory

"PX4-Autopilot
"," #453
",[dbf754eab1833a5f83bc3d99f9644bbe49d77667](https://github.com/PX4/PX4-Autopilot/commit/dbf754eab1833a5f83bc3d99f9644bbe49d77667),"ROMFS: If UAVCAN is enabled, reduce log buffer size

This is necessary to make the space for UAVCAN in memory and doing it this way avoids negatively impacting users who do not use UAVCAN.",New:Hard-coded-fine-tuning,memory

"PX4-Autopilot
"," #454
",[33f2897f00130daa9c4a8615a1f2313d11f34444](https://github.com/PX4/PX4-Autopilot/commit/33f2897f00130daa9c4a8615a1f2313d11f34444),"px4fmu-v4:Configure timer IO pins with pull downs

  When the CCER is cleared the IO pin tends to float. The FMUV4
  HW has no TXS0108 and if cut off while high will decay.

  By adding the pull down the pins will seek the low state faster.
  13.8 us from off to decabe below threshold.",X,faster

"PX4-Autopilot
"," #455
",[8ea0b2d3c51a48a7f45440583301f04e52665b02](https://github.com/PX4/PX4-Autopilot/commit/8ea0b2d3c51a48a7f45440583301f04e52665b02),"commander: rework posvel validity checks

Move into functions.
Reset probation time and recalculate checks if a mode change is demanded to give the operator ability to regain control as soon as possible after nav performance is regained. (+11 squashed commits)
Squashed commits:
[a4bb800] commander: enable pilot to quickly recover from loss of position accuracy
[19e16a0] commander: rework postal probation time
[f96284e] commander: rework bad pos and vel test probation time
[00d5f0c] commander: Allow EKF preflight checks to pass with moving vehicle

Separates the 'is using GPS' and the GPS quality checks.
Uses a reasonable subset of the GPS quality checks which allows checks to pass if the vehicle is moving.
[4cdfb5c] commander: remove unused variable
[349385a] commander: add EKF GPS quality checks to pre-arm checking

Only perform check if GPs checking is activated by parameter setting.
Display fault messages that makes it clear if EKF quality checks are failing or the EKF is not using GPS for another reason. We do not want to confuse this with GPS lock.
[340ae29] commander: make position invalid fail-safe more sticky

Require check to pass for 7 seconds before exiting failsafe. This is required because if GPs is failing innovation tests for a prolonged period, the EKF will periodically reset to the GPS and report good accuracy at the time of reset.
Adding this delay gives time for an underlying error condition (eg bad IMU or compass) to be re-detected.
[b04ac95] commander: Increase RAM allocation to eliminate low stack warnings
[9dca12f] commander: add missing position invalid fail-safe responses
[69f264d] commander: Update position invalid fail-safe responses

Replace separate logic for each case with a generic function
Add velocity checks.
[8e8cef1] commander: rework position validity checks

Consolidate existing checks for global and local position validity and add checking of velocity accuracy.
Enable checks to be bypassed using the CBRK_VELPOSERR parameter.",New:Hard-coded-fine-tuning,performance

"PX4-Autopilot
"," #456
",[0d7f475bd01111c5866e8ccb556ea3d5012f5307](https://github.com/PX4/PX4-Autopilot/commit/0d7f475bd01111c5866e8ccb556ea3d5012f5307),"ecl: minor updates

Initialisation changes to address valgrind errors
Change to default GPS and Airspeed time delay (these are overwritten by ekf2_main parameter settings)
Increase sensitivity of bad accelerometer checks",X,increase

"PX4-Autopilot
"," #457
",[65baf9983232a5697b7748c8df52e4abb6e7f067](https://github.com/PX4/PX4-Autopilot/commit/65baf9983232a5697b7748c8df52e4abb6e7f067),"Logger hotfix: Allocate buffer on logging

This enables to use the RAM normally consumed by the log buffer to be used for calibration and other memory-intense tasks.
These run typically only disarmed when logging is not enabled.",X,memory

"PX4-Autopilot
"," #458
",[1bb56e775e0b8feb4c0e6e37107b2d6d5cad195f](https://github.com/PX4/PX4-Autopilot/commit/1bb56e775e0b8feb4c0e6e37107b2d6d5cad195f),"IO: Fix access to free memory

The free memory was accessed from interrupt context where it should not be accessed from. We build the statistic now at a fixed rate while not armed.",X,memory

"PX4-Autopilot
"," #459
",[981dac8e955b3a4194421605dda7a09b7c16bbc5](https://github.com/PX4/PX4-Autopilot/commit/981dac8e955b3a4194421605dda7a09b7c16bbc5),Navigator: Increase RAM size,New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #460
",[68e76d8ed3a1974aa3365d0eb4b2314e9cc09067](https://github.com/PX4/PX4-Autopilot/commit/68e76d8ed3a1974aa3365d0eb4b2314e9cc09067),"FMUv5: Increase logging throughput considerably.

This will help to understand the sensor selection on FMUv5 in different airframes. We do have the RAM and CPU to do this on this platform.",X,increase

"PX4-Autopilot
"," #461
",[3c62f7a3eb1e3427e194a85a32c3ceb69cc7494d](https://github.com/PX4/PX4-Autopilot/commit/3c62f7a3eb1e3427e194a85a32c3ceb69cc7494d),"stm32:drv_input_capture bug fixes.

   Filter for channel 4 was modifying channel 1
   capture and overflow reads were using wrong paramaters
   in macros and addressing junk in memory.
   up_input_capture_get_filter was shifing results the wrong way.",X,memory

"PX4-Autopilot
"," #462
",[cfa61c58411f2257b9b5e09a7e4fb16b8bcdbb2d](https://github.com/PX4/PX4-Autopilot/commit/cfa61c58411f2257b9b5e09a7e4fb16b8bcdbb2d),"MavlinkReceiver: add mission manager, param manager, ftp and log handler

This makes also a slight stack size increase necessary (was 284 bytes left)",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #463
",[2a79ddd621355690e174f134e3421e7bf67bddb1](https://github.com/PX4/PX4-Autopilot/commit/2a79ddd621355690e174f134e3421e7bf67bddb1),"MavlinkLogHandler: increase MAX_BYTES_SEND to 256kb

It increases the throughput on UDP (from around 2Mb to 2.5Mb), while the
rate via USB & telemetry stay the same.","New:Hard-coded-fine-tuning
Fixed_Communication_Rate",increase

"PX4-Autopilot
"," #464
",[5a96490c689d36d319248468799644cc53b9c22a](https://github.com/PX4/PX4-Autopilot/commit/5a96490c689d36d319248468799644cc53b9c22a),sensors : fix race condition triggered by slow-to-boot external sensors,X,slow

"PX4-Autopilot
"," #465
",[32068dcd171ac6a372860ce5aaaeaa261b346e23](https://github.com/PX4/PX4-Autopilot/commit/32068dcd171ac6a372860ce5aaaeaa261b346e23),px4io increase stack,New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #466
",[63cbce6bd383c431251179adb9a0764e6da9560e](https://github.com/PX4/PX4-Autopilot/commit/63cbce6bd383c431251179adb9a0764e6da9560e),ekf2: Increase RAM to remove stack space warnings,New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #467
",[c8b9f8afa8836ce921d92b3aba198f04bbab673c](https://github.com/PX4/PX4-Autopilot/commit/c8b9f8afa8836ce921d92b3aba198f04bbab673c),F7 nuttx configs: increase CONFIG_STM32F7_BBSRAM_FILES to 5,X,increase

"PX4-Autopilot
"," #468
",[6eff7deb7edc5419bdeef3ddf2ce26fdc02a6960](https://github.com/PX4/PX4-Autopilot/commit/6eff7deb7edc5419bdeef3ddf2ce26fdc02a6960),"Extend the delay ensure post reset pulse delayed.

Given the original poster's comment that ""It happens very consistently for us."" I suspect the motor spin observed in https://github.com/PX4/Firmware/issues/7457 is not caused by the original issue of slow decay on the PWM pins at reset, but the post reset pulse of 3.1 Ms arriving in a window that the ESC considers it valid.



The results from testing, indicated that the if the PWM pins were clamped low for > 300 Ms, prior to reset the motors did not spin. This would delay the the post reset pulse of 3.1 Ms out by > 300 Ms.



This change delays the reset and therefore the pulse by at least 400 Ms.","New:Hard-coded-fine-tuning
New:Hard-coded-timing",slow

"PX4-Autopilot
"," #469
",[f45b9048aa8662865ef95703e51fcdc70544254b](https://github.com/PX4/PX4-Autopilot/commit/f45b9048aa8662865ef95703e51fcdc70544254b),GPS driver increase stack (244 bytes left),New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #470
",[75faf5c7bd1e154fa7487cba09afcad668e704a6](https://github.com/PX4/PX4-Autopilot/commit/75faf5c7bd1e154fa7487cba09afcad668e704a6),Preflight checks: Increase accel warn limit range,New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #471
",[585984fa0c846d1a1c4e63e9e9501cfff9d87cda](https://github.com/PX4/PX4-Autopilot/commit/585984fa0c846d1a1c4e63e9e9501cfff9d87cda),fmuservo increase stack,New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #472
",[10f54e718eed24cd225231d653d1b1b9a07e3fd9](https://github.com/PX4/PX4-Autopilot/commit/10f54e718eed24cd225231d653d1b1b9a07e3fd9),"modules: dataman: Optimize memory usage

Use the size of each item type instead of the biggest one.

In AeroFC that runs is constrained mode it was using 7860 bytes
and now it uses 6930 bytes almost 1KB less.",General:Hard-coding,memory

"PX4-Autopilot
"," #473
",[71136dcedf9c4006f036022652a698db9b38f092](https://github.com/PX4/PX4-Autopilot/commit/71136dcedf9c4006f036022652a698db9b38f092),"Log_writer_file: Increase stack size

Test flights reported the warning `[load_mon] log_writer_file low on stack! (292 bytes left)`

Increase stack size from 1060  to 1072 (=8 + 1060 rounded to next multiple of 8).",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #474
",[a6c682ce504a33f64a3bde83e5f9004c252a476a](https://github.com/PX4/PX4-Autopilot/commit/a6c682ce504a33f64a3bde83e5f9004c252a476a),"mavlink_ftp: fix stack overflow & add root dir prefix

- change memory allocation from stack to a malloc'd buffer. This avoids
  increasing the stack size. And since FTP is rarely used, the buffers
  are only allocated upon use and freed after a time of 2s inactivity.
- adds PX4_ROOTFSDIR as root directory prefix. This does not change
  anything on NuttX, but in SITL it will avoid enumerating the whole
  disk tree when using QGC (which enumerates all files recursively).",X,memory

"PX4-Autopilot
"," #475
",[f746f9a9b3ab349659a4efd26cba8a9d87a19964](https://github.com/PX4/PX4-Autopilot/commit/f746f9a9b3ab349659a4efd26cba8a9d87a19964),UAVCAN: Reduce memory footprint,General:performance:Hard-coding,memory

"PX4-Autopilot
"," #476
",[2815c62acff650a0299e8f08f1faf3eec66d45b9](https://github.com/PX4/PX4-Autopilot/commit/2815c62acff650a0299e8f08f1faf3eec66d45b9),"fix power button shutdown: use an orb topic instead of a work queue call

px4_shutdown_request() was called from the power button IRQ callback, which
invoked a work queue callback. But on NuttX, the work queue uses a
semaphore, and thus it cannot be called from IRQ context.
This patch switches to publishing an uORB msg instead, which is handled in
the commander main thread.

To increase failure resistance, we could subscribe to the same topic in
another module for redundancy, in case commander runs wild.",X,increase

"PX4-Autopilot
"," #477
",[dcb5f80180aa89533db89c96a02d6395d1641d75](https://github.com/PX4/PX4-Autopilot/commit/dcb5f80180aa89533db89c96a02d6395d1641d75),"shutdown: increase the max timeout to 5s

To make sure slow param writes will finish before we hit the timeout. I've
seen param write durations of around 2s.","New:Hard-coded-fine-tuning
New:Hard-coded-timing",slow

"PX4-Autopilot
"," #478
",[529def11e8959373e4a644d1ded7be5ff242b0e0](https://github.com/PX4/PX4-Autopilot/commit/529def11e8959373e4a644d1ded7be5ff242b0e0),CMake / Clang: Increase warning level,X,increase

"PX4-Autopilot
"," #479
",[03d86054a48d3ebf1d4a8f21ce5e4d3d4efb4f08](https://github.com/PX4/PX4-Autopilot/commit/03d86054a48d3ebf1d4a8f21ce5e4d3d4efb4f08),landdetector: decrease land detection to 0.3,New:Hard-coded-fine-tuning,decrease

"PX4-Autopilot
"," #480
",[52ca49c6826c243136a09d5105156430a4570f97](https://github.com/PX4/PX4-Autopilot/commit/52ca49c6826c243136a09d5105156430a4570f97),"geofence: remove fence & fence_vertex messages

- this was never read
- it was implemented wrong, leading to memory access violations in
  publishFence (an integer was passed instead of the fence_s struct)",X,memory

"PX4-Autopilot
"," #481
",[1a3315e397d7a8104eef6a68b42f2b419bc6a3a8](https://github.com/PX4/PX4-Autopilot/commit/1a3315e397d7a8104eef6a68b42f2b419bc6a3a8),"msg: Fix build in python3

We can afford a slower performance in this parsers with python2 to
keep compability with python3.
http://sebastianraschka.com/Articles/2014_python_2_3_key_diff.html#xrange",X,performance

"PX4-Autopilot
"," #482
",[afb01d015e246a93b7ebccc2d45bccd4a9920d51](https://github.com/PX4/PX4-Autopilot/commit/afb01d015e246a93b7ebccc2d45bccd4a9920d51),"px4fmu-v2:Use simple HW versioning API to differentiate V2 variant at runtime.

   There are several boards that share the px4fmu-v2 build as px4fmu-v3 build.

   It was initially envisioned, that the build would be binary compatable and
   the RC script would probe different sensors and determine at runtime the
   HW type. Unfortunately, a failed sensor, can result in mis-detection
   of the HW and result in an improper start up and not detect the HW
   failure.

   All these boards's bootloader report board type as px4fmu-v2.
   This precludes and automated selection of the correct fw if it
   had been built, by a different build i.e. px4fmu-cube etc.

   We need a way to deal with the slight differences in HW that effect
   the operations of drivers and board level functions that are different
   from the FMUv2 pinout and bus utilization.

   1) FMUv3 AKA Cube 2.0 and Cube 2.1 Bothe I2C busses are external.
      This effected the mag on GPS2 not reporting Internal and
      having the wrong rotation applied.

   2) FMUv3 does not performa a SPI buss reset correctly.
      FMUv2 provides a SPI1 buss reset. But FMUv3 is on
      SPI4. To complicate matters the CS cross bus
      boundries.

   3) PixhawkMini reused a signal that was associated with SPI4
      as a SPI1 ready signal.

   Based on hardware differnce in the use of PB4 and PB12 this code
   detects: FMUv2,  the Cube, and PixhawkMini and provides the
   simple common API for retriving the type, version and revision.

   On FmuV5 this same API will be used.",X,runtime

"PX4-Autopilot
"," #483
",[490f40bee161112c55c09c865ce9be9e96ea65d6](https://github.com/PX4/PX4-Autopilot/commit/490f40bee161112c55c09c865ce9be9e96ea65d6),"Sensors: Use temperature for airspeed validation to avoid false positives for high-performance airspeed sensors

This is required to enable new high-performance sensors which otherwise would provide incorrect readings.",X,performance

"PX4-Autopilot
"," #484
",[cc1b76682443f6de28cd07180a39ba8a6d0edb5d](https://github.com/PX4/PX4-Autopilot/commit/cc1b76682443f6de28cd07180a39ba8a6d0edb5d),"Fix memory leaks identified by cppcheck

* Add `free` / `delete`
* Add comment explaining the (presumed) motivation for the use of new instead of
  allocating on the stack",General:C:not_deallocating,memory

"PX4-Autopilot
"," #485
",[9dea515eaaf758abcc0131c0c368078358972f69](https://github.com/PX4/PX4-Autopilot/commit/9dea515eaaf758abcc0131c0c368078358972f69),frsky_telemetry S.Port: refactor to use less memory & allocations,X,memory

"PX4-Autopilot
"," #486
",[a2bfcb94ef1c03b586c55d91fffec36b8d504b8b](https://github.com/PX4/PX4-Autopilot/commit/a2bfcb94ef1c03b586c55d91fffec36b8d504b8b),"frsky_telemetry D protocol: refactor to use less memory & allocations

Also add the vehicle_gps_position & flight mode information",X,memory

"PX4-Autopilot
"," #487
",[98396a0bc57ebfdc85ff6ff54c097968387fe620](https://github.com/PX4/PX4-Autopilot/commit/98396a0bc57ebfdc85ff6ff54c097968387fe620),"frsky_telemetry: cleanup static vars, use less memory & fix process priority",New:Hard-coded-fine-tuning,memory

"PX4-Autopilot
"," #488
",[9644f855e3dc7be4ffdb561218338a30ab774746](https://github.com/PX4/PX4-Autopilot/commit/9644f855e3dc7be4ffdb561218338a30ab774746),"common:Define default BOARD_NUMBER_I2C_BUSES and BOARD_I2C_BUS_CLOCK_INIT

   Define the default I2C buss frequncies that are backward compatible
   with the existing code. While allowing it the defaults to be overridden
   by a board config.

   Based on the legacy STM32 code, the I2C buss numbering starts at 1.
   The bus frequency is stored in a 0 based array. If px4_i2cbus_initialize
   returns a valid device, then the _bus-1 will act as the index to the
   busses frequency.

   A board may define BOARD_NUMBER_I2C_BUSES - the number of I2C busses
   it supports* and BOARD_I2C_BUS_CLOCK_INIT to initalize the bus
   clocks for a given busses.

   BOARD_NUMBER_I2C_BUSES - the number of busses including the *highest
                            number bus. If the board has 2 I2C
                            busses I2C1 and I2C3 BOARD_NUMBER_I2C_BUSES
                            would be set to 3

   BOARD_I2C_BUS_CLOCK_INIT - Initalization for the bus frequencies
                              by bus. A call init, with a frequency
                              less then the value used for the
                              Initalization will result in the device
                              not starting becuase the buss runs too
                              fast for it.",X,fast

"PX4-Autopilot
"," #489
",[281ee5e5afcbde6dbad46068cfae975cc216aa3e](https://github.com/PX4/PX4-Autopilot/commit/281ee5e5afcbde6dbad46068cfae975cc216aa3e),vmount: increase stack size,New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #490
",[55a2930cdb1e3162751d78193400a0983131238c](https://github.com/PX4/PX4-Autopilot/commit/55a2930cdb1e3162751d78193400a0983131238c),vmount: reduce stack size to 1900 as recommended by @bkueng (maximum used memory observed: 1552),New:Hard-coded-fine-tuning,memory

"PX4-Autopilot
"," #491
",[83643a719ab472f1ddac0943c868c0f33399adfc](https://github.com/PX4/PX4-Autopilot/commit/83643a719ab472f1ddac0943c868c0f33399adfc),"nuttx config: increase CONFIG_NFILE_DESCRIPTORS from 53 to 54

This is needed when logger is logging to file and ulog streaming gets
activated.",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #492
",[79f49fd851bf14d65c4b3b50bc37eca349883bef](https://github.com/PX4/PX4-Autopilot/commit/79f49fd851bf14d65c4b3b50bc37eca349883bef),"bugfix:px4fmu-v5 (STM32F7) random sd write failures

   This is a back port of upstream NuttX PX4 contrib of

   ef42c25 stm32f7:SDMMC add dcache alignment check in dma{recv|send}setup
                   In the where CONFIG_SDIO_PREFLIGHT is not used and dcache
                   write-buffed mode is used (not write-through) buffer alignment
                   is required for DMA transfers because a) arch_invalidate_dcache
                   could lose buffered writes data and b) arch_flush_dcache could
                   corrupt adjacent memory if the buffer and the bufflen, are not on
                   ARMV7M_DCACHE_LINESIZE boundaries.

   1e7ddfe  stm32f7:SDMMC remove widebus limitation on DMA
                    There is no documantation for the STM32F7 that limits DMA on
                    1 bit vrs 4 bit mode.

   dffab2f  stm32f7:DMA add dcache alignment check in stm32_dmacapable
                    In the case dcache write-buffed mode is used (not write-through)
                    buffer alignment is required for DMA transfers because
                    a) arch_invalidate_dcache could lose buffered writes data and
                    b) arch_flush_dcache could corrupt adjacent memory if the
                    maddr and the mend+1, the next next address are not on
                    ARMV7M_DCACHE_LINESIZE boundaries.

   38cbf1f  stm32f7:DMA correct comments and document stm32_dmacapable
            Updated comment to proper refernce manual for STM32F7 not STM32F4.
            Added stm32_dmacapable input paramaters documentation.",X,memory

"PX4-Autopilot
"," #493
",[a9b12cc8b40ba4b3c253d7922fb8377fdacf165a](https://github.com/PX4/PX4-Autopilot/commit/a9b12cc8b40ba4b3c253d7922fb8377fdacf165a),Changed the default behavior for the client launching as a infinite loop,X,infinite

"PX4-Autopilot
"," #494
",[fb7b33e75510a81620fc9b4189d1d0315ea1f1e1](https://github.com/PX4/PX4-Autopilot/commit/fb7b33e75510a81620fc9b4189d1d0315ea1f1e1),"Use updated micro-CDR with memory leak fix (#7838)

* Fixed memory leak (indicated by cppcheck) upstream",General:C:not_deallocating,memory

"PX4-Autopilot
"," #495
",[5f5dca480430bb9af3056768ae05b17e80af5f5d](https://github.com/PX4/PX4-Autopilot/commit/5f5dca480430bb9af3056768ae05b17e80af5f5d),"vdev: replace static list with an std::map

VDev::getDev() is used in px4_access, which is used in orb_exists. And if
the topic does not exist, it iterates over all 500 indexes, which is slow.
It was slow even if the topic existed, the map reduces runtime from linear
to logarithmic (there are around 80 items in the container).
This is only used on posix.",X,runtime

"PX4-Autopilot
"," #496
",[2b714e079b97976da1b6f633699f7b79f1c01389](https://github.com/PX4/PX4-Autopilot/commit/2b714e079b97976da1b6f633699f7b79f1c01389),"driver: vdev_posix, increase PX4_MAX_FD (#7905)

 - avoid ""exceeded maximum number of file descriptors"" when ""make posix gazebo_typhoon_h480""

 - closes #7892",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #497
",[9dc505150485fd6fe9fbdb70ac1643269b90f3c0](https://github.com/PX4/PX4-Autopilot/commit/9dc505150485fd6fe9fbdb70ac1643269b90f3c0),mc_pos_control auto: use current velocity if smaller than velocity setpoint when slowing down,X,slowing

"PX4-Autopilot
"," #498
",[540c0bdafb181b790136737041b7c443545665ab](https://github.com/PX4/PX4-Autopilot/commit/540c0bdafb181b790136737041b7c443545665ab),mc_pos_control: accelerate faster,X,faster

"PX4-Autopilot
"," #499
",[3f73a56f5a0af0810c86c9ccb4b4647c6001b00c](https://github.com/PX4/PX4-Autopilot/commit/3f73a56f5a0af0810c86c9ccb4b4647c6001b00c),mc_pos_control: accelerate faster in auto and increase speed at 90degrees angle,New:Hard-coded-fine-tuning,faster

"PX4-Autopilot
"," #500
",[807d45c99c3c224df4e3660494ecf7a4069ad0f5](https://github.com/PX4/PX4-Autopilot/commit/807d45c99c3c224df4e3660494ecf7a4069ad0f5),mc_pos_control slowing down close to target take over previous setpoint if low,X,slowing

"PX4-Autopilot
"," #501
",[19e7ba63eee330da07da68e4da650cb273534d98](https://github.com/PX4/PX4-Autopilot/commit/19e7ba63eee330da07da68e4da650cb273534d98),"param: use separate param save lock

param save is an expensive operation that can take several 100ms. And
previously it was possible that a param_get() caller was blocked on a
save operation. If this happened due to a param change notification,
important modules, such as sensors, could have been blocked for a longer
period (and affecting the flight performance).
With this patch, this situation is not possible anymore, because a param
save now uses the reader lock and a separate file lock.

However it is still possible that a param_set() needs to wait for a save
operation, thus blocking for a longer time. param_set() thus needs to be
avoided in important modules when the system is armed.
In the case of mavlink it works, since it does not affect the flight if
the mavlink receiver is blocked over a longer time. It is only problematic
if a joystick is used as input or in offboard control.",X,performance

"PX4-Autopilot
"," #502
",[d6df692b7a69460642f1efaad967538f8b6ef1c2](https://github.com/PX4/PX4-Autopilot/commit/d6df692b7a69460642f1efaad967538f8b6ef1c2),"param MPC_MAN_TILT_MAX: decrease maximum from 90 to 85 degrees

At 90 degrees the yaw is extremely unstable (tested with HIL), it
overshoots and only very slowly converges to the correct value.
This behavior is also noticable with lower angles, but not so extreme.
It definitely needs to be looked into further, but for now this makes it
safer.",New:Hard-coded-fine-tuning,decrease

"PX4-Autopilot
"," #503
",[ea0dd5827bc69ef588654308f030881b9978c51c](https://github.com/PX4/PX4-Autopilot/commit/ea0dd5827bc69ef588654308f030881b9978c51c),"esc35-v1 nsh: increase CONFIG_NFILE_DESCRIPTORS from 53 to 54

   Updated to match master
   This is needed when logger is logging to file and ulog streaming gets
   activated",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #504
",[c2394053835fa8e5a56fae8debfbd4311555818c](https://github.com/PX4/PX4-Autopilot/commit/c2394053835fa8e5a56fae8debfbd4311555818c),"nxphlite-v3 nsh: increase CONFIG_NFILE_DESCRIPTORS from 53 to 54

   Updated to match master
   This is needed when logger is logging to file and ulog streaming gets
   activated",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #505
",[054d489b96948b05371d49e1885cb359d10bc432](https://github.com/PX4/PX4-Autopilot/commit/054d489b96948b05371d49e1885cb359d10bc432),"px4-stm32f4discovery nsh: increase CONFIG_NFILE_DESCRIPTORS from 53 to 54

   Updated to match master
   This is needed when logger is logging to file and ulog streaming gets
   activated",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #506
",[0f5c75b4c6d8dedce159cd1e14c27558f123ddd0](https://github.com/PX4/PX4-Autopilot/commit/0f5c75b4c6d8dedce159cd1e14c27558f123ddd0),"px4esc-v1 nsh: increase CONFIG_NFILE_DESCRIPTORS from 53 to 54

   Updated to match master
   This is needed when logger is logging to file and ulog streaming gets
   activated",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #507
",[4e86bc7620bb7aaf655cd84587ca855028ac8ad0](https://github.com/PX4/PX4-Autopilot/commit/4e86bc7620bb7aaf655cd84587ca855028ac8ad0),"px4nucleoF767ZI-v1 nsh: increase CONFIG_NFILE_DESCRIPTORS from 53 to 54

   Updated to match master
   This is needed when logger is logging to file and ulog streaming gets
   activated",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #508
",[72cdf1de12c5ef71bb650bf7ceb84cf2463bce01](https://github.com/PX4/PX4-Autopilot/commit/72cdf1de12c5ef71bb650bf7ceb84cf2463bce01),"sim nsh: increase CONFIG_NFILE_DESCRIPTORS from 53 to 54

   Updated to match master
   This is needed when logger is logging to file and ulog streaming gets
   activated",New:Hard-coded-fine-tuning,increase

"PX4-Autopilot
"," #509
",[edd741ea76c802563bbdf1d23dcb50b056209baf](https://github.com/PX4/PX4-Autopilot/commit/edd741ea76c802563bbdf1d23dcb50b056209baf),"tap-v1 nsh: increase CONFIG_NFILE_DESCRIPTORS from 53 to 54

   Updated to match master
   This is needed when logger is logging to file and ulog streaming gets
   activated",New:Hard-coded-fine-tuning,increase

